area_council,ward,community,sector,role_in_community,other_role_in_community,sex,age_in_completed_years,marital_status,occupation,other_occupation,physical_challenge,deaf,dumb,cripple,blind,amputee,has_other_physical_challenge,other_physical_challenge,community_existence,duration_in_community,community_duration_months,condition_of_roads,movement_easy_convenient,movement_difficult_inconvenient,transport_fare_high,too_many_accidents,public_power_supply,other_sources_of_electricity,hours_of_public_power,effect_of_power_condition,public_water_supply,private_boreholes,water_vendors,stream,hand_dug_wells,harvested_rain,most_impacted_by_water_supply,other_impacted_water_supply,healthcare_facility,teaching_hospital,specialist_hospital,private_hospital,maternity_health_center_or_dispensary,herbal_homes_traditional_birth_attendance,public_primary_healthcare_facility,functional_public_healthcare_facility,healthcare_residents_go_out_of_community,healthcare_increased_complications,healthcare_other_effect,healthcare_other_effect_non_functional,educational_institution,public_nursery_school,private_nursery_school,public_primary_school,private_primary_school,public_secondary_school,private_secondary_school,colleges_of_education_or_teacher_training,universities_polytechnics_research_institutions,other_types_educational_instutitions,other_educational_institutions,education_children_travel_long_distance,education_additional_costs,education_increased_danger_exposure,waste_mangement_system,who_manages_waste,waste_high_incidence_injury,waste_offensive_odour,waste_prevalence_of_diseases,waste_other_effects,other_waste_management_absence,services_supermarkets_departmental_stores,services_daily_markets,services_scheduled_markets,services_mobile_telephone_services,services_business_centres,services/Type_of_Services/hair_styling_t,services_fast_food_joints,services_other,services_other_services,services_market_available,market_facilities_access_roads,market_facilities_electricity,market_facilities_toilets,market_facilities_motor_parks,market_facilities_waste_refuse_dump,market_facilities_other,other_market_facilities,market_absence_effect_travel_long_distance,market_absence_effect_low_patronage,market_absence_effect_more_spent_to_markets,market_absence_effect_high_patronage,mtn_present,mtn_signal_strength,glo_present,glo_signal_strength,etisalat_present,etisalat_signal_strength,airtel_present,airtel_signal_strength,visafone_present,visafone_signal_strength,has_other_network,other_network_name,other_network_signal_strength,involved_in_budget_process,community_access_to_budget_document,respondent_awareness_of_project_in_budget,name_of_project_in_budget,project_in_budget_monitor_implementation,project_in_budget_ask_questions,project_in_budget_do_nothing,project_in_budget_get_media_attention,area_council_budget_community_writes_needs,area_council_budget_coummunity_consultation,area_council_budget_other,area_council_budget_other_ways,project_implemented_due_to_request,name_project_implemented_due_to_request,community_briefing_on_development,months_since_last_community_briefing,cda_present,cda_initiates_meetings_with_area_council,cda_writes_to_area_councils,cda_never_contacted_area_council,area_councils_initiate_meetings_with_cda,cda_work_with_area_council_other,other_cda_work_with_area_council,cda_gender_composition,priority_need_to_community,other_priority_need_to_community,gps_location_of_community,community_latitude,community_longitude,community_altitude,gps_precision,today,submission_time,submission_date
gwagwalada,staff_quarters,phase_1,urban,ordinary_member,n/a,female,47,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,26_to_30,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,True,False,n/a,yes,True,True,True,True,True,False,False,True,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,no,no,no,n/a,False,False,True,False,True,False,False,n/a,no,n/a,yes,1_to_6,yes,True,True,False,False,False,n/a,men_and_women,access_road,n/a,8.948323333333333 7.08006 202.3 4.9,8.9483233333,7.08006,202.3,4.9,2016-08-01,2016-08-01T15:00:04,2016-08-01
gwagwalada,kutunku,ungwan_gade,rural,community_head,n/a,male,40,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,26_to_30,n/a,non_graded,False,True,True,False,yes,n/a,1_to_6,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,lot_money_buying_water,n/a,no,False,False,False,False,False,True,no,True,True,False,n/a,yes,True,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,True,True,False,False,True,True,True,False,n/a,yes,True,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,weak,yes,strong,yes,strong,yes,weak,no,n/a,n/a,no,no,no,n/a,False,True,False,False,True,False,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,men_and_women,access_road,n/a,8.938551666666665 7.08289 190.2 4.7,8.9385516667,7.08289,190.2,4.7,2016-08-01,2016-08-01T15:00:31,2016-08-01
gwagwalada,kutunku,ungwan_gade,rural,ordinary_member,n/a,female,45,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,non_graded,False,True,True,False,yes,n/a,1_to_6,commercial_activities,no,False,True,False,True,True,high_incidence_diseases,n/a,yes,False,False,True,False,False,False,no,True,True,False,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,yes,private_sector,n/a,n/a,n/a,n/a,n/a,True,True,False,False,True,True,True,False,n/a,yes,True,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,weak,yes,strong,yes,weak,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,False,False,True,False,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,men_and_women,power,n/a,8.939043333333332 7.081541666666667 191.0 4.8,8.9390433333,7.0815416667,191,4.8,2016-08-01,2016-08-01T15:00:57,2016-08-01
gwagwalada,staff_quarters,phase_2,urban,ordinary_member,n/a,male,19,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,less_than_1,2,dilapidated,True,False,False,False,yes,n/a,1_to_6,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,yes,False,True,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,True,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,False,False,False,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,True,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,yes,don_t_know,n/a,False,True,False,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,men_and_women,access_road,n/a,8.953086666666668 7.0702316666666665 221.6 4.8,8.9530866667,7.0702316667,221.6,4.8,2016-08-01,2016-08-01T15:05:04,2016-08-01
gwagwalada,staff_quarters,phase_2,urban,ordinary_member,n/a,female,28,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,dilapidated,True,True,False,False,yes,n/a,1_to_6,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,yes,False,True,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,True,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,False,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,weak,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,False,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,True,True,False,False,False,n/a,men_and_women,power,n/a,8.951915000000001 7.069945 208.8 4.9,8.951915,7.069945,208.8,4.9,2016-08-01,2016-08-01T15:06:24,2016-08-01
amac,city_centre,area_11,urban,ordinary_member,n/a,male,30,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,16_to_20,n/a,fully_tarred,True,False,False,False,no,generators,n/a,household_management,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,yes,False,False,True,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,True,False,True,False,False,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,False,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,False,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,weak,no,n/a,n/a,don_t_know,yes,don_t_know,n/a,False,True,False,False,False,True,False,n/a,yes,Basketball court,yes,1_to_6,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,power,n/a,9.0401274 7.4954545 0.0 2000.0,9.0401274,7.4954545,0,2000,2016-08-01,2016-08-01T15:27:55,2016-08-01
amac,city_centre,area_10,urban,other,Resident,male,38,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,dilapidated,False,True,False,False,yes,n/a,7_to_12,household_management,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,False,False,False,True,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,power,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T15:33:05,2016-08-01
kuje,gaube,gaube,rural,community_head,n/a,male,87,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,household_management,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,yes,False,True,False,True,False,False,yes,n/a,n/a,n/a,n/a,yes,True,False,True,False,False,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,False,True,True,False,True,True,False,False,n/a,yes,False,False,True,True,False,False,n/a,n/a,n/a,n/a,n/a,no,n/a,yes,strong,no,n/a,no,n/a,no,n/a,no,n/a,n/a,no,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,no,n/a,no,n/a,yes,True,False,False,False,False,n/a,all_men,access_road,n/a,8.8494393 7.3168021 0.0 3884.0,8.8494393,7.3168021,0,3884,2016-08-01,2016-08-01T15:40:18,2016-08-01
gwagwalada,gwagwalada_centre,dagiri,rural,community_head,n/a,male,63,married,unemployed,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,False,True,False,yes,n/a,7_to_12,household_management,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,False,False,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,True,False,False,False,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,True,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,no,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,no,n/a,no,n/a,yes,True,False,False,False,False,n/a,all_men,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T15:42:01,2016-08-01
gwagwalada,kutunku,kutunku,rural,community_head,n/a,male,57,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,yes,n/a,none_of_the_above,household_management,no,True,True,False,False,False,lot_money_buying_water,n/a,yes,False,False,True,False,False,False,yes,n/a,n/a,n/a,n/a,yes,True,False,True,True,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,False,False,False,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,True,False,True,False,False,n/a,yes,Road project,don_t_know,n/a,yes,False,True,False,False,False,n/a,all_men,power,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T15:42:14,2016-08-01
gwagwalada,gwagwalada_centre,dagiri,rural,ordinary_member,n/a,female,39,married,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,household_management,yes,n/a,n/a,n/a,n/a,n/a,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,True,False,False,False,False,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T15:42:38,2016-08-01
gwagwalada,kutunku,kutunku,rural,ordinary_member,n/a,female,22,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,non_graded,False,True,False,False,yes,n/a,none_of_the_above,household_management,no,True,True,False,False,False,lot_money_buying_water,n/a,yes,False,False,True,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,True,False,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,False,False,False,False,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,False,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,all_women,waste_management,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T15:43:03,2016-08-01
amac,city_centre,area_11,urban,ordinary_member,n/a,female,34,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,fully_tarred,True,False,False,False,no,generators,n/a,household_management,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,yes,False,True,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,True,False,True,False,False,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,False,False,True,True,True,False,False,n/a,yes,True,False,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,weak,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,False,False,False,True,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,power,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T15:45:44,2016-08-01
kuje,gaube,gude,rural,other,Secretary To the community ,male,24,single,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,commercial_activities,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,no,n/a,False,False,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,weak,yes,weak,yes,strong,yes,weak,no,n/a,no,n/a,n/a,yes,no,no,n/a,False,True,False,False,False,True,False,n/a,no,n/a,no,n/a,yes,True,False,False,False,False,n/a,men_and_women,power,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T15:59:51,2016-08-01
kuje,gaube,gude,rural,ordinary_member,n/a,female,31,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,26_to_30,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,food_preservation,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,no,n/a,False,False,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,weak,yes,weak,yes,strong,yes,weak,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,False,True,False,True,False,n/a,no,n/a,yes,7_to_12,yes,True,False,False,False,False,n/a,men_and_women,water,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T16:02:43,2016-08-01
kuje,gaube,gidan_bawa,rural,ordinary_member,n/a,male,34,married,unemployed,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,commercial_activities,no,False,False,True,False,True,long_distance_water_search,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,True,False,n/a,no,n/a,no,n/a,yes,True,True,False,False,False,n/a,more_men,water,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T16:03:44,2016-08-01
kuje,gaube,gidan_bawa,rural,youth_leader,n/a,male,28,single,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,26_to_30,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,commercial_activities,no,False,False,True,False,True,long_distance_water_search,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,yes,no,no,n/a,False,True,False,False,False,True,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,more_men,primary_health,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T16:04:32,2016-08-01
amac,garki,garki_village,rural,youth_leader,n/a,male,34,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,yes,n/a,19_to_23,commercial_activities,no,False,True,False,False,False,lot_money_buying_water,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,False,False,True,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,True,True,True,True,True,True,False,n/a,yes,True,True,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,yes,no,yes,renovation of chief house,True,True,False,False,True,False,False,n/a,yes,health facility,yes,1_to_6,yes,True,True,False,False,False,n/a,men_and_women,access_road,n/a,9.019825814044049 7.487575552173798 545.0908454684541 20.0,9.019825814,7.4875755522,545.0908454685,20,2016-08-01,2016-08-01T17:39:01,2016-08-01
amac,city_centre,presidential_villa,urban,ordinary_member,n/a,female,37,married,unemployed,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,11_to_15,n/a,fully_tarred,True,False,False,False,yes,n/a,13_to_18,household_management,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,yes,False,False,True,False,False,False,no,False,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,True,yes,government,n/a,n/a,n/a,n/a,n/a,False,False,False,False,False,False,False,True,kiosk,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,True,yes,weak,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,no,yes,yes,"water,roads,sanitation",True,False,False,False,True,False,False,n/a,yes,waste management,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,9.053382801738788 7.517968896296246 549.8976820167154 20.0,9.0533828017,7.5179688963,549.8976820167,20,2016-08-01,2016-08-01T17:40:56,2016-08-01
amac,kabusa,kabusa,rural,ordinary_member,n/a,female,32,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,less_than_1,4,non_graded,False,True,False,False,yes,n/a,1_to_6,commercial_activities,no,True,False,False,False,False,lot_money_buying_water,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,True,False,True,True,True,False,False,n/a,yes,False,False,False,True,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,False,True,Do Not Know,don_t_know,n/a,yes,1_to_6,yes,True,False,False,False,False,n/a,men_and_women,access_road,n/a,8.951563374163557 7.443629521132806 523.226719728671 15.0,8.9515633742,7.4436295211,523.2267197287,15,2016-08-01,2016-08-01T17:41:05,2016-08-01
amac,kabusa,galadimawa,rural,youth_leader,n/a,male,37,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,yes,n/a,7_to_12,commercial_activities,no,True,True,False,False,True,lot_money_buying_water,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,True,True,False,True,True,True,False,False,n/a,yes,False,False,False,False,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,weak,no,n/a,no,n/a,n/a,yes,yes,yes,public secondary school,True,True,False,False,True,True,False,n/a,yes,public school,yes,1_to_6,yes,True,True,False,False,False,n/a,more_men,access_road,n/a,8.990657596026066 7.426986167788762 477.96708591934294 15.0,8.990657596,7.4269861678,477.9670859193,15,2016-08-01,2016-08-01T17:42:43,2016-08-01
kuje,gaube,gidigwai,rural,youth_leader,n/a,male,23,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,commercial_activities,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,no,n/a,False,False,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,weak,yes,strong,yes,weak,yes,strong,no,n/a,no,n/a,n/a,no,no,don_t_know,n/a,True,False,False,False,False,False,True,Talk to lacal government chair man,no,n/a,yes,7_to_12,yes,True,False,False,False,False,n/a,men_and_women,power,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T18:27:33,2016-08-01
kuje,gaube,gidigwai,rural,ordinary_member,n/a,female,45,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,16_to_20,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,household_management,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,no,n/a,False,False,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,weak,yes,strong,yes,weak,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,no,n/a,yes,7_to_12,yes,True,False,False,False,False,n/a,men_and_women,water,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-01,2016-08-01T18:28:00,2016-08-01
kuje,kuje,lowcost,urban,women_leader,n/a,female,48,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,11_to_15,n/a,fully_tarred,True,False,False,False,yes,n/a,1_to_6,commercial_activities,no,True,True,False,True,True,lot_money_buying_water,n/a,no,False,False,True,False,False,False,no,True,False,False,n/a,yes,False,True,False,True,False,True,False,False,False,n/a,n/a,n/a,n/a,yes,waste_manager_engaged,n/a,n/a,n/a,n/a,n/a,True,False,False,False,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,weak,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,False,False,True,Respondent unaware,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,power,n/a,8.880815 7.238095 315.1 5.0,8.880815,7.238095,315.1,5,2016-08-01,2016-08-01T19:17:03,2016-08-01
kuje,kuje,lowcost,urban,ordinary_member,n/a,male,28,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,graded,True,False,False,False,yes,n/a,1_to_6,commercial_activities,no,False,True,False,False,False,lot_money_buying_water,n/a,yes,False,False,True,False,False,False,no,True,False,False,n/a,yes,False,True,False,True,False,True,False,False,False,n/a,n/a,n/a,n/a,yes,no_waste_management,n/a,n/a,n/a,n/a,n/a,True,False,False,False,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,True,yes,weak,yes,strong,yes,weak,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,False,True,Respondent unaware,don_t_know,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,power,n/a,8.879726666666667 7.237 339.0 5.0,8.8797266667,7.237,339,5,2016-08-01,2016-08-01T19:22:12,2016-08-01
kuje,kuje,kuje_central,urban,other,Secretary to the Chief of Gomo,male,50,married,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,26_to_30,n/a,dilapidated,False,True,False,False,yes,n/a,13_to_18,commercial_activities,no,True,True,False,False,False,no_or_low_incidence_diseases,n/a,yes,False,True,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,True,True,True,True,True,True,True,False,n/a,yes,True,True,True,True,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,yes,yes,yes,Kuje Apo road.,True,False,False,False,True,False,False,n/a,yes,Kuje Gwagwadala road,no,n/a,yes,False,False,False,False,True,Works Directly with community.,men_and_women,access_road,n/a,8.878021666666665 7.229156666666667 327.9 3.9,8.8780216667,7.2291566667,327.9,3.9,2016-08-01,2016-08-01T19:24:54,2016-08-01
